Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","296","Kiribati","5110","Area","6610","Agricultural land","2020","2020","1000 ha","34","I","Value imputed by a receiving agency",""
"RL","Land Use","296","Kiribati","5110","Area","6620","Cropland","2020","2020","1000 ha","34","I","Value imputed by a receiving agency",""
"RL","Land Use","296","Kiribati","5110","Area","6621","Arable land","2020","2020","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","296","Kiribati","5110","Area","6630","Temporary crops","2020","2020","1000 ha","1.5442","I","Value imputed by a receiving agency",""
"RL","Land Use","296","Kiribati","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.2189","I","Value imputed by a receiving agency",""
"RL","Land Use","296","Kiribati","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.237","I","Value imputed by a receiving agency",""
"RL","Land Use","296","Kiribati","5110","Area","6650","Permanent crops","2020","2020","1000 ha","32","I","Value imputed by a receiving agency",""
"RL","Land Use","414","Kuwait","5110","Area","6602","Agriculture","2020","2020","1000 ha","150","I","Value imputed by a receiving agency",""
"RL","Land Use","414","Kuwait","5110","Area","6610","Agricultural land","2020","2020","1000 ha","150","I","Value imputed by a receiving agency",""
"RL","Land Use","414","Kuwait","5110","Area","6620","Cropland","2020","2020","1000 ha","14","I","Value imputed by a receiving agency",""
"RL","Land Use","414","Kuwait","5110","Area","6621","Arable land","2020","2020","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","414","Kuwait","5110","Area","6630","Temporary crops","2020","2020","1000 ha","6.1766","I","Value imputed by a receiving agency",""
"RL","Land Use","414","Kuwait","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.8755","I","Value imputed by a receiving agency",""
"RL","Land Use","414","Kuwait","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.9479","I","Value imputed by a receiving agency",""
"RL","Land Use","414","Kuwait","5110","Area","6650","Permanent crops","2020","2020","1000 ha","6","I","Value imputed by a receiving agency",""
"RL","Land Use","414","Kuwait","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","136","I","Value imputed by a receiving agency",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6602","Agriculture","2020","2020","1000 ha","10367.8","I","Value imputed by a receiving agency",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6610","Agricultural land","2020","2020","1000 ha","10367.8","A","Official figure",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6620","Cropland","2020","2020","1000 ha","1364.1","A","Official figure",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6621","Arable land","2020","2020","1000 ha","1287.4","A","Official figure",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6630","Temporary crops","2020","2020","1000 ha","993.9736","I","Value imputed by a receiving agency",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","291.4264","I","Value imputed by a receiving agency",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","2","A","Official figure",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6650","Permanent crops","2020","2020","1000 ha","76.7","A","Official figure",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","9003.7","A","Official figure",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","3.5","A","Official figure",""
"RL","Land Use","417","Kyrgyzstan","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","9000.2","I","Value imputed by a receiving agency",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6602","Agriculture","2020","2020","1000 ha","2207.9","I","Value imputed by a receiving agency",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6610","Agricultural land","2020","2020","1000 ha","2207.9","I","Value imputed by a receiving agency",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6620","Cropland","2020","2020","1000 ha","1530.9","I","Value imputed by a receiving agency",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6621","Arable land","2020","2020","1000 ha","1224","A","Official figure",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6630","Temporary crops","2020","2020","1000 ha","1070","A","Official figure",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","154","A","Official figure",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6650","Permanent crops","2020","2020","1000 ha","306.9","I","Value imputed by a receiving agency",""
"RL","Land Use","418","Lao People's Democratic Republic","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","677","I","Value imputed by a receiving agency",""
"RL","Land Use","428","Latvia","5110","Area","6602","Agriculture","2020","2020","1000 ha","1969","I","Value imputed by a receiving agency",""
"RL","Land Use","428","Latvia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1969","A","Official figure",""
"RL","Land Use","428","Latvia","5110","Area","6620","Cropland","2020","2020","1000 ha","1343","A","Official figure",""
"RL","Land Use","428","Latvia","5110","Area","6621","Arable land","2020","2020","1000 ha","1334","A","Official figure",""
"RL","Land Use","428","Latvia","5110","Area","6630","Temporary crops","2020","2020","1000 ha","978.6","A","Official figure",""
"RL","Land Use","428","Latvia","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","299.4","A","Official figure",""
"RL","Land Use","428","Latvia","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","56","A","Official figure",""
"RL","Land Use","428","Latvia","5110","Area","6650","Permanent crops","2020","2020","1000 ha","9","A","Official figure",""
"RL","Land Use","428","Latvia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","626","A","Official figure",""
"RL","Land Use","422","Lebanon","5110","Area","6602","Agriculture","2020","2020","1000 ha","674.115","I","Value imputed by a receiving agency",""
"RL","Land Use","422","Lebanon","5110","Area","6610","Agricultural land","2020","2020","1000 ha","674.115","I","Value imputed by a receiving agency",""
"RL","Land Use","422","Lebanon","5110","Area","6620","Cropland","2020","2020","1000 ha","274.115","I","Value imputed by a receiving agency",""
"RL","Land Use","422","Lebanon","5110","Area","6621","Arable land","2020","2020","1000 ha","134.115","I","Value imputed by a receiving agency",""
"RL","Land Use","422","Lebanon","5110","Area","6630","Temporary crops","2020","2020","1000 ha","124.815","I","Value imputed by a receiving agency",""
"RL","Land Use","422","Lebanon","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","422","Lebanon","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","9.3","I","Value imputed by a receiving agency",""
"RL","Land Use","422","Lebanon","5110","Area","6650","Permanent crops","2020","2020","1000 ha","140","I","Value imputed by a receiving agency",""
"RL","Land Use","422","Lebanon","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","400","I","Value imputed by a receiving agency",""
"RL","Land Use","426","Lesotho","5110","Area","6602","Agriculture","2020","2020","1000 ha","2433","I","Value imputed by a receiving agency",""
"RL","Land Use","426","Lesotho","5110","Area","6610","Agricultural land","2020","2020","1000 ha","2349.4","I","Value imputed by a receiving agency",""
"RL","Land Use","426","Lesotho","5110","Area","6620","Cropland","2020","2020","1000 ha","349.4","I","Value imputed by a receiving agency",""
"RL","Land Use","426","Lesotho","5110","Area","6621","Arable land","2020","2020","1000 ha","345.4","A","Official figure",""
"RL","Land Use","426","Lesotho","5110","Area","6630","Temporary crops","2020","2020","1000 ha","83","A","Official figure",""
"RL","Land Use","426","Lesotho","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","5.4","A","Official figure",""
"RL","Land Use","426","Lesotho","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","257","A","Official figure",""
"RL","Land Use","426","Lesotho","5110","Area","6650","Permanent crops","2020","2020","1000 ha","4","I","Value imputed by a receiving agency",""
"RL","Land Use","426","Lesotho","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","2000","I","Value imputed by a receiving agency",""
"RL","Land Use","430","Liberia","5110","Area","6602","Agriculture","2020","2020","1000 ha","1923.04","I","Value imputed by a receiving agency",""
"RL","Land Use","430","Liberia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1923.04","I","Value imputed by a receiving agency",""
"RL","Land Use","430","Liberia","5110","Area","6620","Cropland","2020","2020","1000 ha","700","I","Value imputed by a receiving agency",""
"RL","Land Use","430","Liberia","5110","Area","6621","Arable land","2020","2020","1000 ha","500","I","Value imputed by a receiving agency",""
"RL","Land Use","430","Liberia","5110","Area","6630","Temporary crops","2020","2020","1000 ha","386.0391","I","Value imputed by a receiving agency",""
"RL","Land Use","430","Liberia","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","54.7173","I","Value imputed by a receiving agency",""
"RL","Land Use","430","Liberia","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","59.2436","I","Value imputed by a receiving agency",""
"RL","Land Use","430","Liberia","5110","Area","6650","Permanent crops","2020","2020","1000 ha","200","I","Value imputed by a receiving agency",""
"RL","Land Use","430","Liberia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","1223.04","I","Value imputed by a receiving agency",""
"RL","Land Use","434","Libya","5110","Area","6602","Agriculture","2020","2020","1000 ha","15350","I","Value imputed by a receiving agency",""
"RL","Land Use","434","Libya","5110","Area","6610","Agricultural land","2020","2020","1000 ha","15350","I","Value imputed by a receiving agency",""
"RL","Land Use","434","Libya","5110","Area","6620","Cropland","2020","2020","1000 ha","2050","I","Value imputed by a receiving agency",""
"RL","Land Use","434","Libya","5110","Area","6621","Arable land","2020","2020","1000 ha","1720","I","Value imputed by a receiving agency",""
"RL","Land Use","434","Libya","5110","Area","6630","Temporary crops","2020","2020","1000 ha","1327.9746","I","Value imputed by a receiving agency",""
"RL","Land Use","434","Libya","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","188.2274","I","Value imputed by a receiving agency",""
"RL","Land Use","434","Libya","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","203.798","I","Value imputed by a receiving agency",""
"RL","Land Use","434","Libya","5110","Area","6650","Permanent crops","2020","2020","1000 ha","330","I","Value imputed by a receiving agency",""
"RL","Land Use","434","Libya","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","13300","I","Value imputed by a receiving agency",""
"RL","Land Use","438","Liechtenstein","5110","Area","6602","Agriculture","2020","2020","1000 ha","5.17","I","Value imputed by a receiving agency",""
"RL","Land Use","438","Liechtenstein","5110","Area","6610","Agricultural land","2020","2020","1000 ha","5.17","I","Value imputed by a receiving agency",""
"RL","Land Use","438","Liechtenstein","5110","Area","6620","Cropland","2020","2020","1000 ha","1.73","I","Value imputed by a receiving agency",""
"RL","Land Use","438","Liechtenstein","5110","Area","6621","Arable land","2020","2020","1000 ha","1.73","I","Value imputed by a receiving agency",""
"RL","Land Use","438","Liechtenstein","5110","Area","6630","Temporary crops","2020","2020","1000 ha","1.3357","I","Value imputed by a receiving agency",""
"RL","Land Use","438","Liechtenstein","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.1893","I","Value imputed by a receiving agency",""
"RL","Land Use","438","Liechtenstein","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.205","I","Value imputed by a receiving agency",""
"RL","Land Use","438","Liechtenstein","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","3.44","I","Value imputed by a receiving agency",""
"RL","Land Use","440","Lithuania","5110","Area","6602","Agriculture","2020","2020","1000 ha","2942.8","I","Value imputed by a receiving agency",""
"RL","Land Use","440","Lithuania","5110","Area","6610","Agricultural land","2020","2020","1000 ha","2942.8","A","Official figure",""
"RL","Land Use","440","Lithuania","5110","Area","6620","Cropland","2020","2020","1000 ha","2284.8","A","Official figure",""
"RL","Land Use","440","Lithuania","5110","Area","6621","Arable land","2020","2020","1000 ha","2249.4","A","Official figure",""
"RL","Land Use","440","Lithuania","5110","Area","6630","Temporary crops","2020","2020","1000 ha","1935.8","A","Official figure",""
"RL","Land Use","440","Lithuania","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","251.3","A","Official figure",""
"RL","Land Use","440","Lithuania","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","62.3","A","Official figure",""
"RL","Land Use","440","Lithuania","5110","Area","6650","Permanent crops","2020","2020","1000 ha","35.4","A","Official figure",""
"RL","Land Use","440","Lithuania","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","658","A","Official figure",""
"RL","Land Use","440","Lithuania","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","570","A","Official figure",""
"RL","Land Use","440","Lithuania","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","88","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6602","Agriculture","2020","2020","1000 ha","132.1459","I","Value imputed by a receiving agency",""
"RL","Land Use","442","Luxembourg","5110","Area","6610","Agricultural land","2020","2020","1000 ha","132.1261","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6620","Cropland","2020","2020","1000 ha","63.685","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6621","Arable land","2020","2020","1000 ha","62.13","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6630","Temporary crops","2020","2020","1000 ha","48.673","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","13.116","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.341","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6650","Permanent crops","2020","2020","1000 ha","1.555","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","68.25","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","68.25","A","Official figure",""
"RL","Land Use","442","Luxembourg","5110","Area","6649","Farm buildings and Farmyards","2020","2020","1000 ha","0.0099","A","Official figure",""
"RL","Land Use","450","Madagascar","5110","Area","6602","Agriculture","2020","2020","1000 ha","40895","I","Value imputed by a receiving agency",""
"RL","Land Use","450","Madagascar","5110","Area","6610","Agricultural land","2020","2020","1000 ha","40895","I","Value imputed by a receiving agency",""
"RL","Land Use","450","Madagascar","5110","Area","6620","Cropland","2020","2020","1000 ha","3600","I","Value imputed by a receiving agency",""
"RL","Land Use","450","Madagascar","5110","Area","6621","Arable land","2020","2020","1000 ha","3000","I","Value imputed by a receiving agency",""
"RL","Land Use","450","Madagascar","5110","Area","6630","Temporary crops","2020","2020","1000 ha","2316.2348","I","Value imputed by a receiving agency",""
"RL","Land Use","450","Madagascar","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","328.3036","I","Value imputed by a receiving agency",""
"RL","Land Use","450","Madagascar","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","355.4616","I","Value imputed by a receiving agency",""
"RL","Land Use","450","Madagascar","5110","Area","6650","Permanent crops","2020","2020","1000 ha","600","I","Value imputed by a receiving agency",""
"RL","Land Use","450","Madagascar","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","37295","I","Value imputed by a receiving agency",""
"RL","Land Use","454","Malawi","5110","Area","6602","Agriculture","2020","2020","1000 ha","5984","I","Value imputed by a receiving agency",""
"RL","Land Use","454","Malawi","5110","Area","6610","Agricultural land","2020","2020","1000 ha","5984","I","Value imputed by a receiving agency",""
"RL","Land Use","454","Malawi","5110","Area","6620","Cropland","2020","2020","1000 ha","4134","I","Value imputed by a receiving agency",""
"RL","Land Use","454","Malawi","5110","Area","6621","Arable land","2020","2020","1000 ha","3934","I","Value imputed by a receiving agency",""
"RL","Land Use","454","Malawi","5110","Area","6630","Temporary crops","2020","2020","1000 ha","3037.3559","I","Value imputed by a receiving agency",""
"RL","Land Use","454","Malawi","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","430.5154","I","Value imputed by a receiving agency",""
"RL","Land Use","454","Malawi","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","466.1287","I","Value imputed by a receiving agency",""
"RL","Land Use","454","Malawi","5110","Area","6650","Permanent crops","2020","2020","1000 ha","200","I","Value imputed by a receiving agency",""
"RL","Land Use","454","Malawi","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","1850","I","Value imputed by a receiving agency",""
"RL","Land Use","458","Malaysia","5110","Area","6602","Agriculture","2020","2020","1000 ha","8586.5","I","Value imputed by a receiving agency",""
"RL","Land Use","458","Malaysia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","8571","I","Value imputed by a receiving agency",""
"RL","Land Use","458","Malaysia","5110","Area","6620","Cropland","2020","2020","1000 ha","8285.31","I","Value imputed by a receiving agency",""
"RL","Land Use","458","Malaysia","5110","Area","6621","Arable land","2020","2020","1000 ha","825.31","I","Value imputed by a receiving agency",""
"RL","Land Use","458","Malaysia","5110","Area","6630","Temporary crops","2020","2020","1000 ha","614","I","Value imputed by a receiving agency",""
"RL","Land Use","458","Malaysia","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","95.231","A","Official figure",""
"RL","Land Use","458","Malaysia","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","75.069","A","Official figure",""
"RL","Land Use","458","Malaysia","5110","Area","6650","Permanent crops","2020","2020","1000 ha","7460","I","Value imputed by a receiving agency",""
"RL","Land Use","458","Malaysia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","285","I","Value imputed by a receiving agency",""
"RL","Land Use","458","Malaysia","5110","Area","6649","Farm buildings and Farmyards","2020","2020","1000 ha","15.5","I","Value imputed by a receiving agency",""
"RL","Land Use","462","Maldives","5110","Area","6602","Agriculture","2020","2020","1000 ha","6.4","I","Value imputed by a receiving agency",""
"RL","Land Use","462","Maldives","5110","Area","6610","Agricultural land","2020","2020","1000 ha","6.4","I","Value imputed by a receiving agency",""
"RL","Land Use","462","Maldives","5110","Area","6620","Cropland","2020","2020","1000 ha","5.4","I","Value imputed by a receiving agency",""
"RL","Land Use","462","Maldives","5110","Area","6621","Arable land","2020","2020","1000 ha","3.9","I","Value imputed by a receiving agency",""
"RL","Land Use","462","Maldives","5110","Area","6630","Temporary crops","2020","2020","1000 ha","3.0111","I","Value imputed by a receiving agency",""
"RL","Land Use","462","Maldives","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.4268","I","Value imputed by a receiving agency",""
"RL","Land Use","462","Maldives","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.4621","I","Value imputed by a receiving agency",""
"RL","Land Use","462","Maldives","5110","Area","6650","Permanent crops","2020","2020","1000 ha","1.5","I","Value imputed by a receiving agency",""
"RL","Land Use","462","Maldives","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","1","I","Value imputed by a receiving agency",""
"RL","Land Use","466","Mali","5110","Area","6602","Agriculture","2020","2020","1000 ha","43008.8653","I","Value imputed by a receiving agency",""
"RL","Land Use","466","Mali","5110","Area","6610","Agricultural land","2020","2020","1000 ha","43008.8653","I","Value imputed by a receiving agency",""
"RL","Land Use","466","Mali","5110","Area","6620","Cropland","2020","2020","1000 ha","8368.8652","I","Value imputed by a receiving agency",""
"RL","Land Use","466","Mali","5110","Area","6621","Arable land","2020","2020","1000 ha","8152","I","Value imputed by a receiving agency",""
"RL","Land Use","466","Mali","5110","Area","6630","Temporary crops","2020","2020","1000 ha","6791","I","Value imputed by a receiving agency",""
"RL","Land Use","466","Mali","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","361","I","Value imputed by a receiving agency",""
"RL","Land Use","466","Mali","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","1000","I","Value imputed by a receiving agency",""
"RL","Land Use","466","Mali","5110","Area","6650","Permanent crops","2020","2020","1000 ha","216.8652","I","Value imputed by a receiving agency",""
"RL","Land Use","466","Mali","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","34640","I","Value imputed by a receiving agency",""
"RL","Land Use","466","Mali","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","34640","I","Value imputed by a receiving agency",""
"RL","Land Use","470","Malta","5110","Area","6602","Agriculture","2020","2020","1000 ha","11.11","I","Value imputed by a receiving agency",""
"RL","Land Use","470","Malta","5110","Area","6610","Agricultural land","2020","2020","1000 ha","9.11","I","Value imputed by a receiving agency",""
"RL","Land Use","470","Malta","5110","Area","6620","Cropland","2020","2020","1000 ha","9.11","A","Official figure",""
"RL","Land Use","470","Malta","5110","Area","6621","Arable land","2020","2020","1000 ha","7.8","A","Official figure",""
"RL","Land Use","470","Malta","5110","Area","6630","Temporary crops","2020","2020","1000 ha","7.073","A","Official figure",""
"RL","Land Use","470","Malta","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0","I","Value imputed by a receiving agency",""
"RL","Land Use","470","Malta","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.727","A","Official figure",""
"RL","Land Use","470","Malta","5110","Area","6650","Permanent crops","2020","2020","1000 ha","1.31","A","Official figure",""
"RL","Land Use","470","Malta","5110","Area","6649","Farm buildings and Farmyards","2020","2020","1000 ha","2","A","Official figure",""
"RL","Land Use","584","Marshall Islands","5110","Area","6602","Agriculture","2020","2020","1000 ha","7","I","Value imputed by a receiving agency",""
"RL","Land Use","584","Marshall Islands","5110","Area","6610","Agricultural land","2020","2020","1000 ha","7","I","Value imputed by a receiving agency",""
"RL","Land Use","584","Marshall Islands","5110","Area","6620","Cropland","2020","2020","1000 ha","7","I","Value imputed by a receiving agency",""
"RL","Land Use","584","Marshall Islands","5110","Area","6621","Arable land","2020","2020","1000 ha","0.5","I","Value imputed by a receiving agency",""
"RL","Land Use","584","Marshall Islands","5110","Area","6630","Temporary crops","2020","2020","1000 ha","0.386","I","Value imputed by a receiving agency",""
"RL","Land Use","584","Marshall Islands","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.0547","I","Value imputed by a receiving agency",""
"RL","Land Use","584","Marshall Islands","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.0592","I","Value imputed by a receiving agency",""
"RL","Land Use","584","Marshall Islands","5110","Area","6650","Permanent crops","2020","2020","1000 ha","6.5","I","Value imputed by a receiving agency",""
"RL","Land Use","474","Martinique","5110","Area","6602","Agriculture","2020","2020","1000 ha","30.2","I","Value imputed by a receiving agency",""
"RL","Land Use","474","Martinique","5110","Area","6610","Agricultural land","2020","2020","1000 ha","30.2","B","Time series break",""
"RL","Land Use","474","Martinique","5110","Area","6620","Cropland","2020","2020","1000 ha","15.873","B","Time series break",""
"RL","Land Use","474","Martinique","5110","Area","6621","Arable land","2020","2020","1000 ha","9.37","B","Time series break",""
"RL","Land Use","474","Martinique","5110","Area","6630","Temporary crops","2020","2020","1000 ha","7.286","B","Time series break",""
"RL","Land Use","474","Martinique","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.297","B","Time series break",""
"RL","Land Use","474","Martinique","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","1.787","B","Time series break",""
"RL","Land Use","474","Martinique","5110","Area","6650","Permanent crops","2020","2020","1000 ha","6.503","B","Time series break",""
"RL","Land Use","474","Martinique","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","14.327","B","Time series break",""
"RL","Land Use","474","Martinique","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","12.754","B","Time series break",""
"RL","Land Use","474","Martinique","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","1.573","B","Time series break",""
"RL","Land Use","478","Mauritania","5110","Area","6602","Agriculture","2020","2020","1000 ha","39710","I","Value imputed by a receiving agency",""
"RL","Land Use","478","Mauritania","5110","Area","6610","Agricultural land","2020","2020","1000 ha","39710","I","Value imputed by a receiving agency",""
"RL","Land Use","478","Mauritania","5110","Area","6620","Cropland","2020","2020","1000 ha","460","I","Value imputed by a receiving agency",""
"RL","Land Use","478","Mauritania","5110","Area","6621","Arable land","2020","2020","1000 ha","450","I","Value imputed by a receiving agency",""
"RL","Land Use","478","Mauritania","5110","Area","6630","Temporary crops","2020","2020","1000 ha","347.4352","I","Value imputed by a receiving agency",""
"RL","Land Use","478","Mauritania","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","49.2455","I","Value imputed by a receiving agency",""
"RL","Land Use","478","Mauritania","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","53.3192","I","Value imputed by a receiving agency",""
"RL","Land Use","478","Mauritania","5110","Area","6650","Permanent crops","2020","2020","1000 ha","10","I","Value imputed by a receiving agency",""
"RL","Land Use","478","Mauritania","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","39250","I","Value imputed by a receiving agency",""
"RL","Land Use","480","Mauritius","5110","Area","6602","Agriculture","2020","2020","1000 ha","86","I","Value imputed by a receiving agency",""
"RL","Land Use","480","Mauritius","5110","Area","6610","Agricultural land","2020","2020","1000 ha","86","I","Value imputed by a receiving agency",""
"RL","Land Use","480","Mauritius","5110","Area","6620","Cropland","2020","2020","1000 ha","79","I","Value imputed by a receiving agency",""
"RL","Land Use","480","Mauritius","5110","Area","6621","Arable land","2020","2020","1000 ha","75","I","Value imputed by a receiving agency",""
"RL","Land Use","480","Mauritius","5110","Area","6630","Temporary crops","2020","2020","1000 ha","57.9059","I","Value imputed by a receiving agency",""
"RL","Land Use","480","Mauritius","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","8.2076","I","Value imputed by a receiving agency",""
"RL","Land Use","480","Mauritius","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","8.8865","I","Value imputed by a receiving agency",""
"RL","Land Use","480","Mauritius","5110","Area","6650","Permanent crops","2020","2020","1000 ha","3.9574","I","Value imputed by a receiving agency",""
"RL","Land Use","480","Mauritius","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","7","I","Value imputed by a receiving agency",""
"RL","Land Use","175","Mayotte","5110","Area","6602","Agriculture","2020","2020","1000 ha","20.353","B","Time series break",""
"RL","Land Use","175","Mayotte","5110","Area","6610","Agricultural land","2020","2020","1000 ha","20.353","B","Time series break",""
"RL","Land Use","175","Mayotte","5110","Area","6620","Cropland","2020","2020","1000 ha","9.792","B","Time series break",""
"RL","Land Use","175","Mayotte","5110","Area","6621","Arable land","2020","2020","1000 ha","6.046","B","Time series break",""
"RL","Land Use","175","Mayotte","5110","Area","6630","Temporary crops","2020","2020","1000 ha","6.041","B","Time series break",""
"RL","Land Use","175","Mayotte","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.001","B","Time series break",""
"RL","Land Use","175","Mayotte","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.004","B","Time series break",""
"RL","Land Use","175","Mayotte","5110","Area","6650","Permanent crops","2020","2020","1000 ha","3.746","B","Time series break",""
"RL","Land Use","175","Mayotte","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","0.086","B","Time series break",""
"RL","Land Use","175","Mayotte","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","0.07","B","Time series break",""
"RL","Land Use","175","Mayotte","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","0.016","B","Time series break",""
"RL","Land Use","484","Mexico","5110","Area","6602","Agriculture","2020","2020","1000 ha","100142.4756","B","Time series break",""
